F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
190.9,2373.27,220.22,Rest,-17.49,-62.36,15.19,35.98,-10.78,25.4,-6.48,37.52,-2237.9,-965.42,-6204.72,Medium,2293.5,6,1.39,624.59,12306.38,3344.64,14981.1,10.21,4416.54,-120.03,56.3,-13390.53,0.44,-241.44,-60.34,2.76,34.62,5,315.9
259.32,2821.68,189.7,Rest,-34.94,-282.48,16.48,63.24,-7.98,20.6,-46.82,52.02,-618.48,-512.3,-7082.25,Low,2347.23,2,2.36,578.24,11391.24,2775.63,16965.57,21.68,3373.47,2120.61,73.02,-9510.3,0,-65.46,-168.44,7,16.44,4,18.38
77.06,1913.37,258.96,USA,-29.83,51.96,18.67,53.1,-13.94,14.16,-2.4,29.96,-1468.12,-921.27,-11037.9,Very high,2271.81,6,14.19,426.76,15363.58,3044.1,20084.34,16.43,3295.41,1800.48,58.58,9787.56,4.11,-121.59,-137.44,4.22,16.02,3,193.35
203.7,1536,190.75,UK,-34.16,-1040.64,13.23,47.82,-11.27,29.84,10.82,29.42,129.68,-834.64,-6246.45,Medium,3600,6,5,330.07,-2448.54,1825.5,32395.2,9.34,3529.14,885.39,51.94,-16765.14,0.25,40.32,-228.12,8.84,14.43,1,162.13
262.8,3171.6,183.42,UK,-86.4,-830.88,13.73,74.16,-7.9,26.94,67.58,26.92,-2040.62,-742.88,-7477.29,Very high,1852.29,3,5.57,362.67,-6620.74,4499.01,32226.3,15.76,2204.64,768.69,70.72,-17486.4,0.52,-290.46,-181.54,5.52,26.4,2,45.01
156.82,2698.17,293.19,Europe,-30.33,-306.14,20.32,52.58,-6.94,22.22,45.06,32.52,-3631.16,-520.53,-6638.97,High,3823.2,3,6.46,488.82,11802.52,2879.43,30797.13,19.09,3740.82,2971.86,61.8,-15105.39,1.07,111.09,-190.96,20.1,34.38,5,-8.93
203.72,3406.17,178.01,Europe,21.08,-860.98,13.43,37.06,-8.98,16.18,-40.28,39.42,-1781.28,-930.37,-7101.15,High,1603.89,2,1.77,660.96,20136.34,3585.06,5249.37,14.36,1931.64,426.39,87.82,-23736.57,5.99,-98.22,-115.48,11.98,17.73,3,337.48
280.7,3375.57,202.72,Europe,11.15,-1288.24,11.39,58.66,-9.11,22.04,18.48,23.82,-1173.96,-1358.74,-10274.7,Low,2363.4,5,5.02,630.76,15616.26,4951.32,19615.05,17.98,457.26,1059.09,63.5,-14678.19,4.56,-150.69,-145.38,2.7,33.54,4,-8.93
254.82,3498.96,176.71,USA,85.46,-169.08,3.46,51.92,-8.1,43.42,-99.44,28.58,-1621.86,-730.4,-9440.58,Very low,2310.57,3,15.89,284.58,11371.92,4228.38,23396.97,25.51,1500.12,940.47,57.3,-10178.22,0.1,-114.27,-327.6,5.4,33.69,2,-8.93
224.4,2680.14,207.12,UK,-29.31,-978.58,8.54,46.96,-12.93,31.54,-15.58,28.22,-2100.02,-337.12,-7938.42,Low,2710.74,9,3.46,1143.5,8528.36,3480.51,32285.16,11.58,3757.5,4188.87,71.42,-8153.55,0.22,-95.88,-88.94,6.42,31.11,2,291.64
142.06,2428.5,195.35,Europe,21,-836.88,15.69,59.84,-8.8,22.06,19.98,37.42,-2094.04,-919.53,-6501.3,Very high,3679.77,5,5.64,1293.84,10647.64,2474.07,32785.65,13.71,3446.46,1769.04,73.84,-18163.74,0.21,-23.82,-115.54,4.56,26.58,7,-8.93
137.9,3346.32,340.9,Europe,-44.64,-917.34,22.04,51.26,-11.87,28.76,2.6,27.54,-1516.52,-704.09,-7065.63,Low,2305.89,5,1.98,908.62,3519.1,3218.13,25489.74,22.11,2623.71,1224.48,69.98,-13977.75,14.35,-28.44,-154.06,11,26.55,6,216.37
100.5,2378.28,196.32,USA,-53.61,-812.78,17.91,55.78,-4.14,20.22,-5.6,51.08,-2427.1,-897.8,-6460.35,Low,3559.29,7,0.47,933.68,21620.32,2185.2,23292.78,14.22,2908.2,1895.58,84.56,-4463.22,0.27,-37.68,-185.82,5.86,25.74,5,185.28
130.6,3242.79,185.03,Rest,-13.54,-122.1,18.74,52.34,-8.56,23.72,-39.24,26.08,-794.02,-431.92,-7547.16,Low,2779.98,1,4.73,545.03,14616.14,2238.51,10018.2,23.82,2165.16,1494.18,77.7,-12175.65,13.39,-42.54,-142.98,1.8,25.23,3,-8.93
209.2,2757.51,169.13,Europe,-0.98,-137.26,17.03,60.2,-8.53,21.16,124.44,36.32,-1670.04,-551.68,-8676.33,High,1219.74,4,3.5,918.38,39214.86,1336.02,32743.11,23.47,3004.26,683.67,69.46,-8257.41,130.93,-72.96,-141.44,5.96,13.23,4,175.2
177.18,2343.78,236.62,USA,15.74,-726.1,22.07,48.54,-10.74,19.54,11.5,39.2,-617.7,-825.06,-6840.36,Very high,2979.06,3,1.81,459.12,12331.64,4427.22,35201.01,7.62,2959.95,2379.87,68.4,-16025.13,0.2,-175.71,-159.08,7.3,41.91,2,685.77
43.28,2010.36,171.17,Rest,-23.34,-303.52,21.17,53.9,-9.4,22.7,-29.22,41.48,-3782.54,-620.34,-7508.82,Very high,1470.78,5,2.55,283.48,16454.02,4435.83,26824.32,26.79,3800.46,551.01,59.46,-2905.11,0.44,-168.27,-146.38,5.34,21.24,4,324.41
138.06,1790.28,93.75,USA,-25.01,-225.54,13.11,52.44,-7.46,35.3,14.72,33.26,-1524.06,-39.31,-8203.8,High,2649.03,1,1.37,1129.23,15513.5,4166.88,12960.66,18.08,904.74,532.71,41.86,-5524.23,0.01,-85.95,-242.46,4.72,13.47,3,299.15
217.22,1889.55,149.35,USA,-23.66,-1204.88,14.37,47.72,-7.47,24.26,-71.86,38.34,-3040.96,-1208.75,-9084,Very low,2119.77,5,6.91,775.17,14242.36,3625.32,32784.48,18.92,2061.06,1603.32,65.28,3522.69,41.53,-88.53,-295.6,4.2,50.94,4,-8.93
93.2,1983.24,202.54,USA,-64.67,-47.62,22.63,49.12,-6.73,36.08,-41.96,38.52,-1077.34,-687.01,-7363.71,Medium,1204.77,3,2.88,448.28,3200.06,3824.67,24974.43,17.03,3209.31,4861.65,67.34,-21827.07,0.12,3.06,-259.24,22.82,25.77,1,172.24
168.72,2859.21,204.75,USA,-45.77,-28.76,14.63,53.84,-8.32,16.24,-34.32,35.1,-486.76,-492.4,-7664.37,Low,2445.3,4,11.2,938.01,19434.74,2166.18,8855.55,13.83,3381.9,2390.07,73.14,-19536.6,3.01,-253.98,-145.96,3.6,21.57,2,-8.93
93.34,3396.99,230.42,USA,-130.27,-624.1,18.02,57.14,-10.15,10.72,89.34,42.78,185.58,-1420.13,-7181.01,Medium,1342.59,5,8.99,1033.74,17209.4,5466.39,6322.08,16.55,1487.55,1159.95,51.98,-25112.31,0.06,33.27,-165.22,4.78,36.12,2,71.02
233.06,3826.02,160.67,Rest,-0.1,-857.94,12.69,33.72,-11.61,20.46,52.66,50,-2539.5,-858.46,-7430.43,Very high,1824.48,5,0.59,835.42,17400.94,3768.18,25838.61,11.88,2399.43,1600.74,67.32,-2109.09,0.94,-25.74,-123.02,4.14,17.37,6,391.09
128.28,1666.11,307.01,Europe,30.68,-745.36,15.86,52.48,-4.18,13.72,53.12,43.82,-536.8,-679.77,-10219.83,Medium,2493.36,7,1.04,476.15,14290.8,3392.7,39317.37,12.54,1604.79,1844.97,71.3,-15428.94,1,-53.22,-233.64,6.9,38.79,2,346.05
112.86,1148.49,136.52,UK,4.27,268.54,16.25,55.48,-4.55,26.06,-13.54,18.62,-1792.82,-956.35,-7020.69,Medium,1619.22,3,1.15,646.5,15964.44,2825.28,35750.28,25.78,3773.25,374.94,67.12,-20316.6,51.32,-8.7,-256.16,3.96,20.79,4,-8.69
234.88,3009.63,210.83,Rest,32.08,-328.74,11.71,32.66,-8.35,29.3,-15.24,13.56,-507.34,-1017.24,-6881.04,Low,1595.49,7,4.01,851.21,15547.18,2692.32,22943.97,16.5,2671.35,1962.78,68.1,-6622.83,0.09,90.42,-247.4,8.6,18.48,4,157.35
62.6,2069.49,275.27,UK,-43.69,-610.7,15.35,40.36,-9.02,25.92,79.7,40.44,-599.34,-687.82,-5642.94,Medium,3697.8,3,7.1,280.29,7663.38,3190.74,19846.92,14.47,1827.21,1868.73,73.36,-10372.44,0.03,-41.52,-60.44,15.08,1.35,4,-8.93
180.5,3776.01,242.42,Rest,-110.31,-103.16,13.73,53.26,-10.82,26.08,-69.34,41.86,-1647.56,-1202.07,-10906.95,High,1797.09,3,5.89,690.3,11603.14,3593.1,32990.7,17.76,2917.56,2883.09,70.98,-5775.75,0.9,-81.39,-221.8,3.12,14.82,6,-8.93
61.06,2360.73,194.93,USA,12.27,-411.68,20.11,62.78,-6.23,32.92,43.22,26.4,-2384.96,-616.01,-7675.11,Very high,2617.47,4,0.94,1018.17,14387.78,3205.8,26356.8,16.28,2786.55,1774.11,72.4,-9258.36,6.1,-261.93,-176.2,7.12,12.48,4,484.8
205.4,3200.73,170.49,Europe,-80.07,-1079.6,12.32,63.96,-10.31,23.8,-3.18,36.46,-306.36,-631.01,-8452.2,Very high,2614.65,5,2.3,727.62,6253.96,2556.57,24832.35,16.98,1491.48,1917.69,67.5,-16426.62,2.39,-51.69,-53.8,2.88,45.27,5,451.34
52.2,3576.78,204.09,Europe,-82.46,237.64,15.12,44.8,-12.1,29.64,-7.72,37.42,-1388.2,-895.82,-7467.33,Very low,2139.09,6,3.29,563.08,12347.6,1691.07,14812.83,16.33,2900.91,1154.34,65.26,-1593.75,0.25,-160.56,-193.96,1.86,31.59,6,229.19
95.44,2610.18,127.99,UK,-16.36,-1037.06,11.02,51.78,-9.9,13.68,-135.2,38.06,-1456.16,-1208.58,-8247.42,High,992.46,5,0.74,1122.29,17954.52,4387.53,10917.3,24.97,2784.36,866.52,60.98,-19842.84,0.92,-88.08,-191.84,5.88,15.6,7,110.96
151.06,2314.59,204.72,Europe,2.85,-648.08,6.38,46.52,-11.36,26.22,-2.74,34.6,-3705.82,-1228.44,-9060.24,Low,3038.13,4,2.49,562.13,19659.3,4457.97,543.3,16.97,1696.62,5420.85,69.8,11897.13,0.04,-17.94,-241.92,14.16,34.98,8,121.3
181.36,2848.05,158.51,Europe,-53.11,-797.42,17.52,49.22,-12.76,54.32,-31.56,46.14,-6735.18,-833.19,-7402.8,High,2512.56,5,5.1,536.91,12066.06,3211.08,9192.6,17.92,3166.35,-2861.13,67.78,6357.24,11.8,-63.48,-276.62,13.54,11.85,1,565.59
113.98,2504.82,272.66,Rest,-50.81,-1378.76,14.83,49.4,-11.59,35.42,-56.02,27.58,-728.8,-774.05,-7508.67,Very low,2428.17,4,2.2,710.79,10436.9,4338.09,29029.59,16.82,2693.7,3449.49,65.96,-12141.45,10.6,28.2,-167.3,11.7,40.59,1,266.6
11.82,2627.34,186.37,Europe,-12.05,-549.98,16.06,46.78,-10.14,26.04,41.08,28.12,288.88,-362.8,-6372.57,Medium,1142.04,2,9.01,785.05,12873.28,3072.6,41067.09,18.59,2830.35,2253.21,61.04,-12450,0.22,-74.73,-152.82,1.56,18.42,5,-8.93
145.62,2159.34,193.58,USA,-12.21,-1826.34,14.23,44.74,-10.83,24.72,7.36,35.18,-3962.1,-1299.2,-7626.15,Very high,3445.29,6,2.21,1193.44,12563.76,3564.54,31671.42,17.54,3059.52,1908.21,66.4,-22038.93,0.01,-54.66,-144.46,7.62,21.75,2,735.62
230.16,1169.31,188.99,Europe,-3.67,-752.62,18.08,51.82,-6.26,30.62,-24.84,49.3,-1402.44,-685.59,-7853.82,Very low,2404.89,1,4.41,934.01,23077.12,4507.89,28568.97,19.96,3115.11,-953.46,67,-13401.66,0.53,-65.91,-192.7,5.54,7.23,8,-8.93
100.3,3489.06,210.02,USA,29.63,-1492.78,15.48,73.1,-12.76,41.06,-38.14,39.84,-1717.82,-1637.31,-8078.7,Very high,2943.66,5,1.06,572.56,8516.12,3037.56,31910.01,17.97,2206.95,885.45,82.02,-26870.01,347.27,-16.65,-159.36,1.82,16.74,4,728.91
266.62,3246.51,171.84,Europe,11.01,-716.42,18.02,57.12,-9.43,19.24,-40.78,51.34,-2520.6,-672.63,-8187.3,Low,2859.03,1,1.03,1080.67,15310.34,1965.9,16362.27,28.93,2065.38,-1276.2,50.38,-4690.83,0.09,-85.14,-183.44,15.62,16.26,9,-8.93
171.7,3284.04,255.95,USA,5.1,-1168.14,17.4,54.6,-14.36,24.26,67.56,27.44,-1509.22,-995.83,-6329.19,Very high,3093.21,1,11.02,589.99,27875.64,4032.42,11477.46,16.97,3224.82,456.39,59.16,-7043.55,610.13,-74.07,-269.46,15.56,1.17,6,-8.93
122.26,1786.53,227.73,Europe,-17.4,-600.08,15.62,51.54,-9.72,26.06,-95.44,39.7,-1774.88,-847.76,-8555.91,Very low,2156.37,9,5.35,561.2,14987.86,2504.49,38685.63,19.25,1927.86,1274.34,70.98,-12976.35,6.25,-98.07,-283.66,8.36,20.31,1,400.19
179.42,2173.77,246.54,Rest,11.76,-19.54,20.8,48.04,-9.23,27.74,-23.42,43.18,-1645.9,-381.68,-7489.02,High,1969.23,1,7.72,636.6,20162.3,4745.94,29971.08,18.19,3037.17,837.66,58,-22234.26,2.43,85.29,-172.16,11.44,23.64,4,-8.93
118.38,4440.51,194.69,USA,75.73,-338.36,13.61,61.14,-13.2,15.86,-51.54,46.28,-2064.96,-1005.01,-7959.93,High,1070.28,6,3.05,334.48,25374.72,3513.9,14542.62,17.94,1934.64,422.28,86.94,7424.49,0.02,-123.3,-133.52,2.32,20.88,4,740.15
116.9,2497.92,184.01,UK,35.49,-992.76,16.29,53.8,-10.78,25.84,3.1,37.02,-1005.76,-735.19,-8580.48,Medium,3466.2,5,6.34,1006.85,22091.46,4145.61,16597.26,18.94,3138.15,759.66,63.12,-9554.91,0,10.38,-167.04,8.9,26.91,2,96.63
140.8,1534.05,195.34,Rest,-38.48,-872.18,21.05,54.54,-4.2,35.04,9.06,15.54,-1909.88,-1281.34,-5947.89,Very low,2496.63,3,2.15,909.98,14620.6,3285.57,11312.67,25.16,1971.84,1879.38,54.78,1301.4,31.01,-152.67,-76.88,2.34,19.71,3,-8.93
152.98,2813.79,216,UK,-3.72,-40.46,16.81,81.08,-8.85,24.5,-9.02,41.24,-1718.5,-522.44,-4967.4,Low,2113.32,3,9.86,521.15,14016.02,2824.5,30502.77,21.56,2738.25,1160.76,71.08,-14347.26,0.44,39.84,-243.66,8.24,23.67,3,-8.93
160.08,3581.79,204.06,Rest,-9.36,-1066.02,12.98,55.06,-7.29,32.64,-21.32,37.66,-2569.18,-1345.26,-8904.33,High,1662.09,3,1.21,860.9,-12191.38,2309.76,27602.13,19.8,1785.27,3296.76,81.42,-17671.32,0.7,-39.96,-120.7,14.66,23.16,3,180.14
287.62,2713.14,165.4,Rest,59.09,801.28,13.62,56.42,-4.62,46.18,4.56,32.5,-2535.26,-909.83,-8537.4,Very low,2391.84,2,6.22,567.14,22188.84,4544.73,20118.93,23.07,2482.29,1225.14,67.22,-23541.99,2537.09,-155.1,-266.84,2.88,27.72,3,-8.93
166.9,866.61,186.63,UK,4.26,249.38,15.78,50.82,-10.16,18.16,-33.56,32.84,-1765.58,-1074.77,-4873.65,Medium,1452.72,5,4.89,674.94,20424.28,2442.63,15566.55,16.44,2608.95,1362.96,86.86,-7218.24,0.56,-155.64,-216.92,5.32,17.73,2,130.77
192.82,2451.24,266.47,Europe,-17.97,-969.18,2.79,53.68,-11.51,23.86,0.12,31.88,-1971.62,-639.73,-7188.06,High,2559.81,6,0.52,1229.14,169.4,5034.84,26764.95,18.24,2829.18,1270.08,80.16,-17337.96,1.56,-85.26,-165.2,2.12,31.17,4,551.17
189.18,1638.93,182.05,UK,18.01,217.84,14.42,56.14,-10.64,32.48,45.5,35.4,-2445.54,-586.95,-7056.9,Low,3153.72,3,0.66,1021.17,1023.76,3115.11,28457.49,15.51,2242.68,-57.99,74.92,-6459.33,0.65,-146.04,-188.72,11.36,39.84,3,114.53
155.36,1985.1,245.36,UK,12.47,-347.66,20.11,50.08,-10.86,15.52,114.34,38.46,-659.46,-1215.82,-7452.15,Very low,4564.5,2,7.07,826.54,25185.74,4002.12,29225.46,20.26,2171.37,1860.06,67.34,2379.21,0.63,-126.57,-164.52,0.62,34.98,7,-8.93
176.2,1693.92,230.02,USA,-18.9,-823.78,19.24,51.1,-11.13,8.96,2.02,31.12,-2444.08,-879.73,-8162.1,Low,2403.27,5,0.47,570.54,11255.84,3588.42,10155.78,18.41,2577.96,2114.22,76.96,-14996.55,26.64,-108.24,-116.08,12.1,32.22,1,737.18
171.7,1407.54,180.56,Europe,11.83,-1179.26,15.47,68.54,-5.39,43.46,-50.66,30.96,-3955.04,-1124.97,-7367.1,Medium,2460.78,6,3.69,1181.96,11901.26,3761.25,28124.82,13.48,3232.5,801.12,49.28,-13840.89,17.34,-41.85,-157.3,0.6,39.03,5,-8.93
130.02,2912.76,186.02,Europe,-41.61,-1112.58,22.92,37.38,-6.33,24.34,-18.9,46.88,-1963.98,-1414.97,-6142.71,Very high,3739.26,5,7.37,405.71,12520.42,2423.73,30028.92,15.5,2364.66,1253.07,62.52,-15204.33,7.39,-60.93,-175.7,3.72,39.09,5,-8.93
202.88,2822.43,198.77,UK,14.64,-1336.92,20.08,52.08,-10.27,30.66,-55.9,25.84,-3538.04,-1418.97,-7681.56,Very low,3684.69,3,4.39,443.37,33735.82,4476.06,24858.57,18.79,1767.06,1575.09,61.74,-9517.8,0.05,-116.55,-160.6,11.86,23.94,4,-8.93
100.58,1984.77,142.86,UK,-7.53,-735.48,12.21,37.32,-9.86,16.5,42.46,40.38,-1282.06,-419.02,-9391.65,High,3217.8,4,0.52,427.84,7778.88,3627.78,44321.91,19.85,1247.07,3099.3,71.72,-20992.98,0.01,-111.54,-101.32,28.88,42.18,5,80.6
211.44,2144.46,276.77,Europe,-39.89,-992.12,21.77,55.5,-11.03,28.3,22.62,40.62,-1417.92,-631.65,-6743.13,Very high,845.82,4,5.13,568.65,4339.74,2556.45,14778.27,16.36,2346.99,2152.8,70.9,-17870.31,0.09,-65.37,-301.58,13.38,24.69,8,-8.93
70.08,4585.53,199.2,UK,30.54,-611.66,14.59,48.44,-8.73,22.52,86.56,38.92,-2043.02,-1109.93,-9237.72,Very high,2171.31,3,1.22,297.58,10866.36,2450.16,-2986.59,16.77,2531.79,1291.74,66.3,-8414.25,9.33,-124.26,-192.48,6.28,35.19,5,156.92
201.14,2373.24,193.67,Europe,57.19,-89.06,11.85,56.78,-6.89,29.68,-72.1,37.28,-3653.42,-630.57,-5691.69,Very high,2227.38,4,0.78,250.97,5960.18,1891.56,17891.61,22.88,3003.9,2118.57,88.72,-9909.81,1498.61,80.82,-144.94,5.52,33.99,6,298.13
214.22,2714.82,199.08,USA,-6.48,-1243.34,10.68,47.62,-1.23,28.72,65.76,39.84,-1112.48,-1478.08,-6772.68,Very high,1474.56,5,5.3,665.05,17620.64,6017.01,10755.33,16.05,2088.03,1732.92,71.96,-1306.23,2.3,-61.53,-199.92,14.72,17.58,7,-8.93
120.44,1721.19,120.02,UK,3.39,-968.54,22.64,51.8,-10.27,27.74,21.6,35.22,-2781.66,-603.16,-8573.28,Very low,2446.44,3,3.29,451.81,18660.86,3527.7,30427.83,17.56,3916.86,-923.73,72.12,-3086.94,14.54,2.76,-197.84,2.62,27.69,4,9.47
69.44,1349.61,181.18,USA,-42.57,91.3,16.27,54.86,-9.94,38.1,25.08,29.7,-1099.46,-467.89,-8120.1,Low,1752.27,6,4.35,945.77,12646.98,4697.28,40697.94,21.87,3713.88,1328.46,64.84,-9789.09,1.24,-112.32,-99.96,1.82,28.89,1,496.16
125.42,5224.5,191.06,UK,-25.43,-460.02,15.27,41.84,-10.31,33.62,8.28,27.66,-1897.42,-867,-7318.56,Low,1607.82,5,1,609.72,22418.18,3868.26,13522.92,12.93,1321.53,2083.44,68.62,3634.62,0.01,-204.3,-160.92,6.6,36.96,5,135.72
330.2,2105.31,226.81,Europe,-14.34,-911.38,14.54,54.2,-12.26,27.08,23.52,35.16,-1908,-776.47,-6381.75,Low,2183.37,3,3.52,1036.84,13917.68,4268.61,38368.32,17.66,3643.41,1628.19,54.9,3517.53,36.22,-169.05,-229.26,6.1,18.54,4,149.4
185.76,643.2,155.67,Europe,-16.73,184.4,15.2,53.66,-7.38,25.32,39.62,36.9,-2103.2,-1614,-5692.29,Very high,2451.39,5,3.39,917.4,22892.42,2961.09,25082.22,18.5,2845.14,1368.06,73.34,-4803.36,6.85,106.17,-224.72,2.28,30.84,5,271.23
150.24,3324.93,76.88,UK,1.25,-478.78,24.12,52.84,-7.23,27.88,0.04,43.12,-1640.04,-1139.68,-8555.37,Very low,2373.69,4,1.98,790.4,5378.52,4281,16806.12,7.58,4176.33,-777.6,143.28,-20982.03,12.8,76.26,-125,15.44,15.9,2,39.56
121.56,2465.67,197.37,Rest,-48.84,-54.08,24.68,53.68,-14.81,17.56,74.98,34.98,-1277.14,-1108.23,-7654.26,Very high,3049.17,3,2.58,740.34,18095.22,3301.32,5117.91,13.44,292.98,1037.28,48.52,-7062.99,128.02,56.1,-156.14,4.82,50.34,3,509.59
173.1,2948.46,124.04,Europe,-115.79,-1691.78,16.25,53.36,-9.89,24.36,-19.5,45.38,-1721.2,-808.43,-8384.04,Medium,2864.25,0,8.76,514,28188.14,3539.01,20632.89,17.31,2157.69,-2059.74,58.66,-19043.19,0.01,89.61,-84.54,6.38,33.36,7,-8.93
224.06,3494.64,121.09,USA,-23.74,415.54,16.92,53.24,-10.97,30.72,-28.6,46.94,-1298.08,-733.69,-6784.2,Very low,1445.85,5,2.92,187.5,19368.82,3408.51,4627.44,25.28,1671.24,-639.27,79.72,-9296.34,0.09,83.28,-102.34,7.58,13.47,5,244.27
208.16,2655.45,223.43,USA,3.85,-997.62,14.67,55.74,-10.16,41.04,36.4,33.52,-1410.46,-1213.11,-7363.71,Very low,3602.64,3,2.32,732.67,16428.84,3692.52,13198.71,16.91,1841.34,1305.78,61.98,-14126.7,0.03,-71.37,-114.44,8.14,31.14,4,80.02
69.62,2133,255.45,Rest,-28.57,-577.62,13.04,60.16,-6.34,23.42,31.86,40.08,-1748.78,-1001.84,-8534.28,Very low,4016.07,4,1.65,430.57,-2347.9,4187.1,11473.77,21.15,3589.35,-484.17,72.18,-5737.14,20.91,-4.47,-175.34,11.44,20.88,5,6.23
202.82,2333.82,154.97,UK,42.63,-653.5,8.51,49.44,-11.3,15.28,-47.64,41.36,-1134.72,-917.54,-6339.03,Very high,2694.15,1,1.38,479.72,19339.66,3308.82,19287.69,11.63,2469.87,380.46,65.74,-5498.79,0.43,-49.05,-180.12,3.32,34.41,1,249.61
175.56,2813.13,159.27,Europe,-22.09,-1264.14,11.25,51.74,-8.91,32.04,118.68,37.24,-1288.76,-1006.41,-7524.72,Very low,2690.19,3,3.26,962.21,13630.8,3832.68,38139.96,15.08,2561.52,811.95,71.84,-7156.56,0.44,13.53,-110.08,9.56,24.84,3,-8.93
246.6,4175.01,214.56,USA,98.5,-740.32,11.52,54.84,-8.77,18.56,15.4,46.7,-1842.1,-984.18,-7734.06,Medium,1997.64,4,2.62,409.6,11024.86,4471.56,20390.52,17.3,3616.35,190.05,72.42,-9032.07,16.88,26.49,-139.56,2.6,23.22,7,19.94
93.66,1834.74,185.32,USA,-61.18,-760.28,12.03,50.56,-9.18,27.28,-37.48,22.1,-1620.42,-1248.84,-10226.46,High,3733.23,2,10.58,824.98,18610.1,2521.62,34247.82,17.19,3291.87,1497.27,67.64,-18661.83,1.71,-125.79,-28.24,1.36,26.46,5,-8.93
193.4,1871.67,175.79,UK,-5.57,-558.18,16.13,52.4,-9.13,35.66,-50.72,34.94,611,-1044.88,-7323.54,Very high,1551.72,6,6.81,643.74,18895.68,4194.51,7197.24,22.22,2865.06,597.3,49.28,-12451.02,2.19,-21.18,-333.36,8.22,9.51,2,158.09
204.28,4157.73,308.25,Europe,-50.73,-1568.66,17.13,33.02,-7.55,33.5,32.18,34.32,-3264.14,-775.11,-8256.09,Low,2807.64,1,4.36,866.63,17371.54,4166.88,8110.71,18.29,3145.98,1031.01,55.92,-27814.89,24.42,-74.04,-253.1,7.46,23.07,2,-8.93
116.94,3067.02,187.56,USA,54.67,190.06,15.5,52,-8.77,24.26,53.16,36.16,-1819.18,-296.83,-6843.96,High,3414.66,4,3.05,1433.58,22618.34,3515.76,28628.64,15.27,3284.55,1309.17,70.88,-4991.16,8.51,-180.81,-161.3,13.32,26.91,1,645.07
130.5,3278.55,217.36,Europe,4.07,-1356.2,14.23,75.44,-1.95,24.62,67.84,27.62,-1163.28,-826.12,-7739.28,Very low,1418.55,3,9.64,347.28,19241.94,5528.97,25005.72,11.36,2280.66,2811.45,77.56,-18434.22,1.31,-56.43,-113,4.72,27.84,3,-8.93
179.86,2023.26,184.07,Rest,25.65,-1431.88,14.66,54.02,-10.34,27.3,-34.64,39.88,-2610.62,-930.35,-7585.08,High,2658.27,6,7.8,979.7,12278.46,5152.14,13654.29,18.39,2916.78,385.08,69.32,-23666.73,4078.6,-149.97,-268.06,8.3,30.75,4,116.77
98.92,3032.76,202.46,UK,7.81,64.72,14.93,53.14,-6.19,5.98,-49.66,38.54,-1276.86,-1004.04,-7393.14,High,1888.62,1,5.08,820.38,17082.76,2211.06,18433.35,19.93,2917.65,1868.19,44.06,-5945.67,695.43,-130.62,-207.54,6.16,28.2,7,-8.93
204.16,2951.43,171.52,USA,-8.78,-349.18,17.18,50.96,-8.48,30.82,93.54,40.6,-1456.48,-958.7,-7617.57,Low,1444.59,4,8.2,1163.5,-10716.26,3379.5,25191.45,17.46,2953.35,-1304.55,65.2,-7055.04,1.34,-71.73,-205.76,8.04,28.26,7,-8.93
169.38,3322.47,232.81,UK,-14.68,-998.82,13.66,52.5,-7.29,28.64,38.58,36.8,-586.04,-1448.89,-7269.9,Medium,1436.58,5,0.68,688.61,10208.84,3852.24,36147.39,14.19,3951.81,854.07,90.84,-12956.46,0.07,-110.49,-238.08,3.98,27.39,3,108.64
136.4,1788.63,187.82,USA,-7.28,-1158.92,9.52,40.4,-13.75,30.18,-75.08,37.08,-1970.24,-1124.53,-7915.38,Very low,3695.4,4,1.44,393.6,24097.46,4481.82,25859.4,15.71,2989.44,2453.91,59.64,1131.39,8.42,-76.83,-191.96,4.42,18.48,3,657.79
75.58,2742.3,126.64,Rest,-70.75,-341.92,17.03,56.68,-11.59,40.22,37.08,38.42,-1531.16,-1150.47,-6358.53,Very low,1934.7,5,1.55,662.41,14659.94,2017.92,27969.27,17.73,3225.87,278.91,72.68,-16736.34,212.3,-172.53,-190.18,16,26.52,7,56.41
142.78,3422.97,221.23,UK,94.89,-283.32,12.25,52.14,-9.85,18.44,5.04,29.54,-1906.02,-798.11,-6440.64,Very low,376.26,3,1.49,311.87,-5588.7,4466.79,16505.46,17.39,1904.16,1841.82,74,-11081.64,7.88,-62.1,-145.26,2.82,35.64,5,22.26
136.98,3908.52,183.84,UK,3.75,-1229.06,15.3,56.42,-7.67,21.9,-129.12,36.3,-2287.44,-756.55,-9539.25,Very high,3763.62,10,5.6,821.23,9421.24,3661.95,9608.94,18.86,2296.17,1646.49,67.74,-11986.17,0.01,-44.85,-224.42,13.04,12.42,4,205.88
240.14,4077.63,168.33,USA,37.62,-1745.82,16.14,57.3,-9.66,18.6,-67.36,28.22,-1992.7,-1150.16,-4765.65,Very high,1756.56,1,3.16,1089.25,25860.16,1575.93,25232.01,18.18,2961.42,1657.71,67.94,-10962.96,15.31,-2.37,-146.74,6.22,25.11,3,316.46
